-417	-82
-431	-69
-426	-55
-404	-42
-365	-28
-310	-13
-240	0
-159	16
-70	31
24	47
119	63
211	79
296	95
371	112
432	128
476	145
502	162
507	180
491	197
455	214
399	232
325	250
236	268
136	285
28	303
-84	321
-194	339
-298	357
-392	374
-472	392
-533	410
-574	427
-591	444
-585	461
-554	478
-499	495
-423	511
-327	527
-216	543
-94	558
35	573
164	588
290	602
406	616
507	630
589	643
649	655
683	667
689	678
666	689
616	699
539	709
438	717
317	726
181	733
35	740
-116	746
-264	751
-405	756
-531	759
-637	762
-720	764
-773	765
-796	766
-786	765
-744	764
-669	761
-566	758
-437	753
-287	748
-123	742
49	735
223	726
391	717
545	707
680	696
789	683
867	670
911	656
918	641
887	624
819	607
716	588
581	569
419	549
238	527
43	505
-157	481
-354	457
-540	432
-707	405
-847	378
-955	350
-1025	321
-1054	291
-1040	260
-982	228
-882	196
-745	162
-574	128
-376	93
-159	58
69	22
297	-15
518	-53
720	-91
897	-130
1039	-169
1141	-209
1198	-249
1205	-289
1164	-330
1073	-372
936	-413
758	-455
546	-497
307	-539
52	-581
-210	-623
-467	-666
-710	-708
-927	-750
-1109	-792
-1249	-834
-1339	-875
-1375	-917
-1355	-957
-1278	-998
-1147	-1038
-967	-1077
-743	-1116
-485	-1154
-202	-1192
94	-1229
391	-1265
677	-1300
940	-1334
1168	-1368
1352	-1400
1482	-1431
1554	-1461
1563	-1490
1507	-1518
1387	-1545
1209	-1570
977	-1593
702	-1616
392	-1637
62	-1656
-277	-1674
-609	-1690
-922	-1704
-1201	-1717
-1436	-1728
-1614	-1737
-1729	-1744
-1774	-1750
-1746	-1753
-1646	-1755
-1475	-1754
-1241	-1752
-952	-1747
-618	-1741
-254	-1732
127	-1722
509	-1709
876	-1694
1213	-1677
1505	-1657
1739	-1636
1906	-1612
1996	-1586
2005	-1558
1931	-1528
1776	-1495
1546	-1460
1247	-1423
893	-1384
496	-1342
72	-1299
-361	-1253
-787	-1205
-1186	-1155
-1543	-1103
-1841	-1048
-2068	-992
-2213	-934
-2268	-874
-2230	-811
-2100	-747
-1880	-681
-1580	-613
-1209	-544
-782	-472
-316	-400
170	-325
657	-249
1125	-171
1553	-92
1924	-12
2221	69
2431	152
2543	236
2553	321
2457	407
2257	493
1962	581
1581	669
1128	758
622	847
82	937
-469	1027
-1009	1118
-1516	1208
-1968	1299
-2346	1389
-2632	1480
-2814	1570
-2882	1659
-2832	1749
-2664	1837
-2383	1925
-1999	2012
-1526	2098
-983	2184
-391	2268
226	2350
844	2432
1436	2511
1978	2590
2447	2666
2822	2741
3086	2814
3227	2885
3236	2953
3111	3020
2857	3084
2480	3145
1995	3204
1420	3260
777	3314
93	3364
-606	3412
-1290	3456
-1932	3497
-2503	3535
-2979	3570
-3340	3601
-3568	3628
-3652	3652
-3586	3672
-3370	3688
-3012	3701
-2524	3709
-1923	3714
-1234	3714
-483	3710
299	3702
1081	3690
1831	3673
2517	3652
3109	3627
3582	3597
3914	3562
4090	3523
4099	3480
3939	3432
3613	3379
3134	3322
2517	3260
1787	3194
971	3123
103	3047
-783	2967
-1650	2882
-2462	2793
-3186	2699
-3788	2600
-4243	2498
-4530	2390
-4634	2279
-4548	2163
-4272	2043
-3815	1919
-3193	1790
-2429	1658
-1553	1522
-598	1382
396	1238
1390	1090
2342	939
3213	785
3964	627
4564	466
4984	302
5205	134
5215	-35
5009	-208
4592	-383
3979	-561
3192	-740
2260	-922
1220	-1106
113	-1291
-1017	-1478
-2123	-1666
-3159	-1856
-4081	-2046
-4849	-2238
-5429	-2430
-5794	-2622
-5925	-2814
-5813	-3007
-5458	-3199
-4872	-3391
-4074	-3583
-3095	-3773
-1971	-3963
-747	-4151
529	-4338
1804	-4523
3026	-4706
4143	-4887
5108	-5065
5877	-5241
6417	-5414
6701	-5584
6712	-5750
6445	-5913
5908	-6072
5117	-6227
4100	-6378
2897	-6524
1553	-6666
121	-6802
-1340	-6934
-2772	-7060
-4113	-7180
-5308	-7294
-6304	-7402
-7057	-7504
-7531	-7600
-7701	-7688
-7556	-7770
-7095	-7844
-6332	-7911
-5293	-7971
-4016	-8022
-2549	-8066
-950	-8102
718	-8129
2387	-8147
3989	-8157
5455	-8158
6723	-8149
7736	-8132
8448	-8105
8824	-8069
8841	-8023
8493	-7967
7786	-7901
6744	-7825
5401	-7739
3809	-7643
2029	-7536
129	-7419
-1814	-7291
-3720	-7153
-5510	-7003
-7107	-6843
-8442	-6672
-9454	-6491
-10095	-6298
-10331	-6094
-10143	-5879
-9531	-5654
-8510	-5417
-7116	-5169
-5396	-4910
-3416	-4641
-1252	-4360
1011	-4068
3282	-3766
5466	-3452
7472	-3128
9212	-2793
10610	-2448
11598	-2092
12128	-1726
12167	-1349
11702	-962
10741	-565
9312	-159
7462	258
5259	684
2785	1120
135	1565
-2585	2019
-5264	2482
-7791	2953
-10057	3434
-11963	3922
-13420	4419
-14357	4923
-14721	5435
-14483	5954
-13637	6481
-12201	7014
-10218	7554
-7757	8101
-4905	8653
-1769	9211
1529	9775
4857	10343
8080	10917
11060	11495
13668	12077
15784	12664
17307	13254
18157	13847
18276	14443
17637	15041
16243	15642
14128	16245
11354	16849
8015	17454
4230	18060
140	18667
-4098	19274
-8313	19880
-12331	20486
-15979	21091
-19093	21694
-21526	22296
-23151	22895
-23871	23492
-23620	24086
-22371	24677
-20134	25264
-16962	25847
-12945	26426
-8212	27000
-2926	27569
2719	28133
8508	28691
14211	29242
19590	29787
24409	30325
28442	30856
31485	31379
33362	31894
33935	32401
33109	32900
30839	33389
27136	33869
22065	34340
15748	34800
8364	35250
142	35690
-8641	36119
-17670	36537
-26601	36944
-35069	37339
-42701	37721
-49125	38092
-53991	38450
-56970	38796
-57778	39129
-56180	39448
-52000	39754
-45131	40047
-35540	40326
-23271	40591
-8448	40841
8730	41078
27986	41300
48976	41507
71297	41700
94493	41877
118073	42040
141518	42187
164298	42319
185891	42436
205789	42538
223519	42624
238655	42694
250831	42749
259747	42788
265187	42812
267015	42819
265187	42812
259747	42788
250831	42749
238655	42694
223519	42624
205789	42538
185891	42436
164298	42319
141518	42187
118073	42040
94493	41877
71297	41700
48976	41507
27986	41300
8730	41078
-8448	40841
-23271	40591
-35540	40326
-45131	40047
-52000	39754
-56180	39448
-57778	39129
-56970	38796
-53991	38450
-49125	38092
-42701	37721
-35069	37339
-26601	36944
-17670	36537
-8641	36119
142	35690
8364	35250
15748	34800
22065	34340
27136	33869
30839	33389
33109	32900
33935	32401
33362	31894
31485	31379
28442	30856
24409	30325
19590	29787
14211	29242
8508	28691
2719	28133
-2926	27569
-8212	27000
-12945	26426
-16962	25847
-20134	25264
-22371	24677
-23620	24086
-23871	23492
-23151	22895
-21526	22296
-19093	21694
-15979	21091
-12331	20486
-8313	19880
-4098	19274
140	18667
4230	18060
8015	17454
11354	16849
14128	16245
16243	15642
17637	15041
18276	14443
18157	13847
17307	13254
15784	12664
13668	12077
11060	11495
8080	10917
4857	10343
1529	9775
-1769	9211
-4905	8653
-7757	8101
-10218	7554
-12201	7014
-13637	6481
-14483	5954
-14721	5435
-14357	4923
-13420	4419
-11963	3922
-10057	3434
-7791	2953
-5264	2482
-2585	2019
135	1565
2785	1120
5259	684
7462	258
9312	-159
10741	-565
11702	-962
12167	-1349
12128	-1726
11598	-2092
10610	-2448
9212	-2793
7472	-3128
5466	-3452
3282	-3766
1011	-4068
-1252	-4360
-3416	-4641
-5396	-4910
-7116	-5169
-8510	-5417
-9531	-5654
-10143	-5879
-10331	-6094
-10095	-6298
-9454	-6491
-8442	-6672
-7107	-6843
-5510	-7003
-3720	-7153
-1814	-7291
129	-7419
2029	-7536
3809	-7643
5401	-7739
6744	-7825
7786	-7901
8493	-7967
8841	-8023
8824	-8069
8448	-8105
7736	-8132
6723	-8149
5455	-8158
3989	-8157
2387	-8147
718	-8129
-950	-8102
-2549	-8066
-4016	-8022
-5293	-7971
-6332	-7911
-7095	-7844
-7556	-7770
-7701	-7688
-7531	-7600
-7057	-7504
-6304	-7402
-5308	-7294
-4113	-7180
-2772	-7060
-1340	-6934
121	-6802
1553	-6666
2897	-6524
4100	-6378
5117	-6227
5908	-6072
6445	-5913
6712	-5750
6701	-5584
6417	-5414
5877	-5241
5108	-5065
4143	-4887
3026	-4706
1804	-4523
529	-4338
-747	-4151
-1971	-3963
-3095	-3773
-4074	-3583
-4872	-3391
-5458	-3199
-5813	-3007
-5925	-2814
-5794	-2622
-5429	-2430
-4849	-2238
-4081	-2046
-3159	-1856
-2123	-1666
-1017	-1478
113	-1291
1220	-1106
2260	-922
3192	-740
3979	-561
4592	-383
5009	-208
5215	-35
5205	134
4984	302
4564	466
3964	627
3213	785
2342	939
1390	1090
396	1238
-598	1382
-1553	1522
-2429	1658
-3193	1790
-3815	1919
-4272	2043
-4548	2163
-4634	2279
-4530	2390
-4243	2498
-3788	2600
-3186	2699
-2462	2793
-1650	2882
-783	2967
103	3047
971	3123
1787	3194
2517	3260
3134	3322
3613	3379
3939	3432
4099	3480
4090	3523
3914	3562
3582	3597
3109	3627
2517	3652
1831	3673
1081	3690
299	3702
-483	3710
-1234	3714
-1923	3714
-2524	3709
-3012	3701
-3370	3688
-3586	3672
-3652	3652
-3568	3628
-3340	3601
-2979	3570
-2503	3535
-1932	3497
-1290	3456
-606	3412
93	3364
777	3314
1420	3260
1995	3204
2480	3145
2857	3084
3111	3020
3236	2953
3227	2885
3086	2814
2822	2741
2447	2666
1978	2590
1436	2511
844	2432
226	2350
-391	2268
-983	2184
-1526	2098
-1999	2012
-2383	1925
-2664	1837
-2832	1749
-2882	1659
-2814	1570
-2632	1480
-2346	1389
-1968	1299
-1516	1208
-1009	1118
-469	1027
82	937
622	847
1128	758
1581	669
1962	581
2257	493
2457	407
2553	321
2543	236
2431	152
2221	69
1924	-12
1553	-92
1125	-171
657	-249
170	-325
-316	-400
-782	-472
-1209	-544
-1580	-613
-1880	-681
-2100	-747
-2230	-811
-2268	-874
-2213	-934
-2068	-992
-1841	-1048
-1543	-1103
-1186	-1155
-787	-1205
-361	-1253
72	-1299
496	-1342
893	-1384
1247	-1423
1546	-1460
1776	-1495
1931	-1528
2005	-1558
1996	-1586
1906	-1612
1739	-1636
1505	-1657
1213	-1677
876	-1694
509	-1709
127	-1722
-254	-1732
-618	-1741
-952	-1747
-1241	-1752
-1475	-1754
-1646	-1755
-1746	-1753
-1774	-1750
-1729	-1744
-1614	-1737
-1436	-1728
-1201	-1717
-922	-1704
-609	-1690
-277	-1674
62	-1656
392	-1637
702	-1616
977	-1593
1209	-1570
1387	-1545
1507	-1518
1563	-1490
1554	-1461
1482	-1431
1352	-1400
1168	-1368
940	-1334
677	-1300
391	-1265
94	-1229
-202	-1192
-485	-1154
-743	-1116
-967	-1077
-1147	-1038
-1278	-998
-1355	-957
-1375	-917
-1339	-875
-1249	-834
-1109	-792
-927	-750
-710	-708
-467	-666
-210	-623
52	-581
307	-539
546	-497
758	-455
936	-413
1073	-372
1164	-330
1205	-289
1198	-249
1141	-209
1039	-169
897	-130
720	-91
518	-53
297	-15
69	22
-159	58
-376	93
-574	128
-745	162
-882	196
-982	228
-1040	260
-1054	291
-1025	321
-955	350
-847	378
-707	405
-540	432
-354	457
-157	481
43	505
238	527
419	549
581	569
716	588
819	607
887	624
918	641
911	656
867	670
789	683
680	696
545	707
391	717
223	726
49	735
-123	742
-287	748
-437	753
-566	758
-669	761
-744	764
-786	765
-796	766
-773	765
-720	764
-637	762
-531	759
-405	756
-264	751
-116	746
35	740
181	733
317	726
438	717
539	709
616	699
666	689
689	678
683	667
649	655
589	643
507	630
406	616
290	602
164	588
35	573
-94	558
-216	543
-327	527
-423	511
-499	495
-554	478
-585	461
-591	444
-574	427
-533	410
-472	392
-392	374
-298	357
-194	339
-84	321
28	303
136	285
236	268
325	250
399	232
455	214
491	197
507	180
502	162
476	145
432	128
371	112
296	95
211	79
119	63
24	47
-70	31
-159	16
-240	0
-310	-13
-365	-28
-404	-42
-426	-55
-431	-69
-417	-82
-387	-94
-342	-106
-284	-118
-215	-129
-139	-140
-59	-151
21	-161
99	-171
172	-180
236	-189
288	-198
328	-206
354	-214
365	-221
361	-228
342	-234
310	-240
266	-246
212	-251
150	-256
84	-260
16	-264
-51	-268
-115	-271
-172	-274
-221	-276
-261	-278
-288	-279
-303	-281
-306	-281
-296	-282
-274	-282
-242	-282
-200	-281
-151	-280
-97	-279
-41	-278
16	-276
71	-274
122	-271
166	-269
203	-266
231	-263
249	-259
256	-256
253	-252
239	-248
216	-243
185	-239
147	-234
104	-229
58	-224
10	-219
-36	-214
-80	-208
-120	-203
-154	-197
-181	-191
-199	-185
-210	-179
-211	-173
-204	-167
-188	-161
-166	-155
-137	-148
-103	-142
-66	-136
-27	-130
12	-123
49	-117
84	-111
114	-104
139	-98
157	-92
169	-86
174	-80
171	-74
161	-68
146	-62
124	-56
99	-50
69	-44
38	-39
6	-33
-25	-28
-54	-23
-81	-18
-103	-13
-121	-8
-133	0
-139	0
-140	6
-135	11
-124	15
-109	19
-90	23
-68	27
-43	31
-18	34
8	38
33	41
55	44
75	47
91	50
103	52
110	55
113	57
111	60
104	62
94	64
80	65
63	67
44	69
24	70
0	71
-16	72
-35	73
-52	74
-66	75
-77	76
-84	76
-88	76
-88	77
-85	77
-78	77
-68	77
-56	77
-42	76
-27	76
-11	76
5	75
20	74
34	74
46	73
56	72
63	71
67	70
69	69
67	68
63	67
57	65
48	64
38	63
26	61
14	60
0	58
-10	57
-21	55
-31	54
-39	52
-45	51
-50	49
-52	47
-52	46
-49	44
-45	42
-39	41
-32	39
-24	37
-15	36
-6	34
0	32
12	31
19	29
26	28
31	26
35	24
38	23
38	21
37	20
35	19
31	17
26	16
21	14
14	13
8	12
0	11
-5	9
-11	8
-16	7
-21	6
-24	5
-26	0
-27	0
-27	0
-25	0
-23	0
-20	0
-16	0
-12	0
-7	0
0	0
0	0
6	-5
10	-5
13	-6
15	-6
17	-7
18	-7
18	-7
18	-8
16	-8
14	-8
12	-8
9	-9
6	-9
0	-9
0	-9
0	-9
-5	-9
-7	-9
-9	-9
-10	-9
-11	-9
-11	-9
-11	-9
-10	-9
-9	-9
-8	-9
-6	-8
-5	-8
0	-8
0	-8
0	-8
0	-7
0	-7
5	-7
5	-7
6	-7
6	-6
6	-6
6	-6
5	-6
5	-5
0	-5
0	-5
0	-5
0	-4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
